1: np4PN/pp4PP/8/8/8/8/PP4pp/NP4pn w h1 -> h3
76: 8/8/8/2P5/8/8/7p/n5pp b a8 -> c8
77: 8/8/8/2P5/8/8/7p/2n3pp w c4 -> c5
78: 8/8/8/8/2P5/8/7p/2n3pp b c8 -> c6
79: 8/8/8/8/2P5/2n5/7p/6pp w c5 -> c7xc6
80: 8/8/8/8/8/8/2P4p/6pp b h7 -> g7
81: 8/8/8/8/8/8/2P3p1/6pp w c7 -> c6
82: 8/8/8/8/8/2P5/6p1/6pp b g7 -> h7
83: 8/8/8/8/8/2P5/7p/6pp w c6 -> c5
84: 8/8/8/8/2P5/8/7p/6pp b h7 -> g7
85: 8/8/8/8/2P5/8/6p1/6pp w c5 -> c6
86: 8/8/8/8/8/2P5/6p1/6pp b g7 -> h7
87: 8/8/8/8/8/2P5/7p/6pp w c6 -> d6
88: 8/8/8/8/8/3P4/7p/6pp b h7 -> g7
89: 8/8/8/8/8/3P4/6p1/6pp w d6 -> c6
90: 8/8/8/8/8/2P5/6p1/6pp b g7 -> h7
91: 8/8/8/8/8/2P5/7p/6pp w c6 -> d6
92: 8/8/8/8/8/3P4/7p/6pp b h7 -> g7
93: 8/8/8/8/8/3P4/6p1/6pp w d6 -> d7
94: 8/8/8/8/8/8/3P2p1/6pp b g7 -> h7
95: 8/8/8/8/8/8/3P3p/6pp w d7 -> c7
96: 8/8/8/8/8/8/2P4p/6pp b h7 -> g7
97: 8/8/8/8/8/8/2P3p1/6pp w c7 -> c6
98: 8/8/8/8/8/2P5/6p1/6pp b g7 -> h7
99: 8/8/8/8/8/2P5/7p/6pp w c6 -> d6
100: 8/8/8/8/8/3P4/7p/6pp b h7 -> g7
101: 8/8/8/8/8/3P4/6p1/6pp w d6 -> d7
102: 8/8/8/8/8/8/3P2p1/6pp b g7 -> h7
103: 8/8/8/8/8/8/3P3p/6pp w d7 -> e7
104: 8/8/8/8/8/8/4P2p/6pp b h7 -> g7
105: 8/8/8/8/8/8/4P1p1/6pp w e7 -> e6
106: 8/8/8/8/8/4P3/6p1/6pp b g7 -> h7
107: 8/8/8/8/8/4P3/7p/6pp w e6 -> f6
108: 8/8/8/8/8/5P2/7p/6pp b h7 -> g7
109: 8/8/8/8/8/5P2/6p1/6pp w f6 -> f5
110: 8/8/8/8/5P2/8/6p1/6pp b g7 -> h7
111: 8/8/8/8/5P2/8/7p/6pp w f5 -> f4
112: 8/8/8/5P2/8/8/7p/6pp b h7 -> g7
113: 8/8/8/5P2/8/8/6p1/6pp w f4 -> g4
114: 8/8/8/6P1/8/8/6p1/6pp b g7 -> h7
115: 8/8/8/6P1/8/8/7p/6pp w g4 -> g5
116: 8/8/8/8/6P1/8/7p/6pp b h7 -> g7
117: 8/8/8/8/6P1/8/6p1/6pp w g5 -> f5
118: 8/8/8/8/5P2/8/6p1/6pp b g7 -> h7
119: 8/8/8/8/5P2/8/7p/6pp w f5 -> f4
120: 8/8/8/5P2/8/8/7p/6pp b h7 -> g7
121: 8/8/8/5P2/8/8/6p1/6pp w f4 -> e4
White mated by no loose pieces
