1: np4PN/pp4PP/8/8/8/8/PP4pp/NP4pn w a8 -> a6
41: 8/2p2PP1/2n2N2/1p5P/2p5/2n3p1/2P2p2/8 w g2 -> g3
42: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
43: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
44: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
45: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
46: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
47: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
48: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
49: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
50: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
51: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
52: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
53: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
54: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
55: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
56: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
57: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
58: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
59: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
60: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
61: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
62: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
63: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
64: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
65: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
66: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
67: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
68: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
69: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
70: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
71: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
72: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
73: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
74: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
75: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
76: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
77: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
78: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
79: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
80: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
81: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w h3 -> h4
82: 8/2p2P2/2n2NP1/1p5P/2p5/2n3p1/2P2p2/8 b b4 -> c4
83: 8/2p2P2/2n2NP1/2p4P/2p5/2n3p1/2P2p2/8 w h4 -> h3
84: 8/2p2P2/2n2NPP/2p5/2p5/2n3p1/2P2p2/8 b c4 -> b4
85: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/2P2p2/8 w c7 -> b7
86: 8/2p2P2/2n2NPP/1p6/2p5/2n3p1/1P3p2/8 b b4 -> b3
87: 8/2p2P2/1pn2NPP/8/2p5/2n3p1/1P3p2/8 w f2 -> g2
88: 8/2p3P1/1pn2NPP/8/2p5/2n3p1/1P3p2/8 b c2 -> d2
Stalemate
