1: np4PN/pp4PP/8/8/8/8/PP4pp/NP4pn w h1 -> h3
26: 8/2p2PP1/p1n3PN/1pN5/8/P5p1/1PP2pp1/5n2 b b4 -> d4xc4
27: 8/2p2PP1/p1n3PN/3p4/8/P5p1/1PP2pp1/5n2 w h3 -> f3
28: 8/2p2PP1/p1n2NP1/3p4/8/P5p1/1PP2pp1/5n2 b d4 -> c4
29: 8/2p2PP1/p1n2NP1/2p5/8/P5p1/1PP2pp1/5n2 w a6 -> b6
30: 8/2p2PP1/p1n2NP1/2p5/8/1P4p1/1PP2pp1/5n2 b a3 -> b3
31: 8/2p2PP1/1pn2NP1/2p5/8/1P4p1/1PP2pp1/5n2 w b7 -> b8
32: 8/2p2PP1/1pn2NP1/2p5/8/1P4p1/2P2pp1/1P3n2 b f8 -> f6
33: 8/2p2PP1/1pn2NP1/2p5/8/1P3np1/2P2pp1/1P6 w b8 -> c8
34: 8/2p2PP1/1pn2NP1/2p5/8/1P3np1/2P2pp1/2P5 b f7 -> e7
35: 8/2p2PP1/1pn2NP1/2p5/8/1P3np1/2P1p1p1/2P5 w c7 -> b7
36: 8/2p2PP1/1pn2NP1/2p5/8/1P3np1/1P2p1p1/2P5 b g7 -> f7
37: 8/2p2PP1/1pn2NP1/2p5/8/1P3np1/1P2pp2/2P5 w b7 -> c7
38: 8/2p2PP1/1pn2NP1/2p5/8/1P3np1/2P1pp2/2P5 b e7 -> e6
39: 8/2p2PP1/1pn2NP1/2p5/8/1P2pnp1/2P2p2/2P5 w c8 -> d8
40: 8/2p2PP1/1pn2NP1/2p5/8/1P2pnp1/2P2p2/3P4 b b3 -> a3
41: 8/2p2PP1/p1n2NP1/2p5/8/1P2pnp1/2P2p2/3P4 w b6 -> b5
42: 8/2p2PP1/p1n2NP1/2p5/1P6/4pnp1/2P2p2/3P4 b c4 -> b4
43: 8/2p2PP1/p1n2NP1/1p6/1P6/4pnp1/2P2p2/3P4 w b5 -> b3xb4
44: 8/2p2PP1/pPn2NP1/8/8/4pnp1/2P2p2/3P4 b a3 -> a2
45: 8/p1p2PP1/1Pn2NP1/8/8/4pnp1/2P2p2/3P4 w b3 -> d3xc3
46: 8/p1p2PP1/3P1NP1/8/8/4pnp1/2P2p2/3P4 b c2 -> c3
47: 8/p4PP1/2pP1NP1/8/8/4pnp1/2P2p2/3P4 w d3 -> b3xc3
48: 8/p4PP1/1P3NP1/8/8/4pnp1/2P2p2/3P4 b a2 -> b2
49: 8/1p3PP1/1P3NP1/8/8/4pnp1/2P2p2/3P4 w b3 -> b1xb2
50: 1P6/5PP1/5NP1/8/8/4pnp1/2P2p2/3P4 b f6 -> d6
51: 1P6/5PP1/5NP1/8/8/3np1p1/2P2p2/3P4 w f2 -> e2
52: 1P6/4P1P1/5NP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
53: 1P6/4P1P1/5NP1/8/8/1n2p1p1/2P2p2/3P4 w g2 -> f2
54: 1P6/4PP2/5NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
55: 1P6/4PP2/5NP1/8/8/3np1p1/2P2p2/3P4 w b1 -> c1
56: 2P5/4PP2/5NP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
57: 2P5/4PP2/5NP1/8/8/1n2p1p1/2P2p2/3P4 w c1 -> d1
58: 3P4/4PP2/5NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
59: 3P4/4PP2/5NP1/8/8/3np1p1/2P2p2/3P4 w d1 -> d2
60: 8/3PPP2/5NP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
61: 8/3PPP2/5NP1/8/8/1n2p1p1/2P2p2/3P4 w d2 -> d3
62: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
63: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
64: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
65: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
66: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
67: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
68: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
69: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
70: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
71: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
72: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
73: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
74: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
75: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
76: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
77: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
78: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
79: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
80: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
81: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
82: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
83: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
84: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
85: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
86: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
87: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
88: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
89: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
90: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
91: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
92: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b d6 -> b6
93: 8/4PP2/4PNP1/8/8/1n2p1p1/2P2p2/3P4 w e3 -> d3
94: 8/4PP2/3P1NP1/8/8/1n2p1p1/2P2p2/3P4 b b6 -> d6
95: 8/4PP2/3P1NP1/8/8/3np1p1/2P2p2/3P4 w d3 -> e3
96: 8/4PP2/4PNP1/8/8/3np1p1/2P2p2/3P4 b f7 -> e7
97: 8/4PP2/4PNP1/8/8/3np1p1/2P1p3/3P4 w c7 -> d7
98: 8/4PP2/4PNP1/8/8/3np1p1/3Pp3/3P4 b e7 -> c7xd7
99: 8/4PP2/4PNP1/8/8/3np1p1/2p5/3P4 w d8 -> d7
100: 8/4PP2/4PNP1/8/8/3np1p1/2pP4/8 b c7 -> e7xd7
101: 8/4PP2/4PNP1/8/8/3np1p1/4p3/8 w e2 -> d2
102: 8/3P1P2/4PNP1/8/8/3np1p1/4p3/8 b e7 -> d7
103: 8/3P1P2/4PNP1/8/8/3np1p1/3p4/8 w f2 -> e2
104: 8/3PP3/4PNP1/8/8/3np1p1/3p4/8 b d7 -> e7
105: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
106: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
107: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
108: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
109: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
110: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
111: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
112: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
113: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
114: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
115: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
116: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
117: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
118: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
119: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
120: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
121: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
122: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
123: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
124: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
125: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
126: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
127: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
128: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
129: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
130: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
131: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
132: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
133: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
134: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
135: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
136: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
137: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
138: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
139: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
140: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
141: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
142: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
143: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
144: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b f6 -> d6
145: 8/3PP3/4PNP1/8/8/3np1p1/4p3/8 w f3 -> d3
146: 8/3PP3/3NP1P1/8/8/3np1p1/4p3/8 b d6 -> f6
147: 8/3PP3/3NP1P1/8/8/4pnp1/4p3/8 w d3 -> f3
148: 8/3PP3/4PNP1/8/8/4pnp1/4p3/8 b e7 -> e8
149: 8/3PP3/4PNP1/8/8/4pnp1/8/4p3 w e3 -> d3
150: 8/3PP3/3P1NP1/8/8/4pnp1/8/4p3 b e6 -> e5
Stalemate
